"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"637","NCT03303729","711","Eligible",NA,"NCT03303729","Irrelevant intervention type","ctgov","Influence of Carbohydrate on Amino Acid Absorption From Dietary Protein",NA,"Bispebjerg and Frederiksberg Hospital","Denmark","Yes","10.1007/s00394-021-02782-y",35182194,"https://pubmed.ncbi.nlm.nih.gov/35182194/","2022-02-19","Linked at the registration",2023-01-05,"Journal publication","No",NA,2017-10-03,2017-11-24,2018-02-23,"2018","2018-02-23","2018",1457,1457,NA,NA,52,143,143,1600,"Completed","Not Applicable",10,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Bispebjerg and Frederiksberg Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"638","NCT03302715","712","Eligible",NA,"NCT03302715","None found","ctgov","KOLBIBAKT; The Association Between the Microbiological Environment in Colon and Colorectal Disease",NA,"Karolinska Institutet","Sweden","No",NA,NA,NA,NA,NA,2023-02-09,NA,"No",NA,2017-10-01,2016-12-01,2019-07-01,"2019","2019-07-01","2019",NA,NA,NA,NA,-304,638,638,NA,"Completed","Not Applicable",1257,"Yes",NA,"Only non-industry","No","No","Open label","Medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","No"
"639","NCT03302676","713","Eligible",NA,"NCT03302676","Irrelevant intervention type","ctgov","The Use of Chewing Gum for Xerostomia and Hyposalivation After Radiotherapy for Oral and Oropharyngeal Tumors",NA,"Odense University Hospital","Denmark","Yes","10.1016/j.radonc.2019.09.013",31606226,"https://www.thegreenjournal.com/article/S0167-8140(19)33102-0/fulltext","2019-10-09","Linked at the registration",2023-01-05,"Journal publication","No",NA,2017-10-02,2016-09-30,2019-01-31,"2019","2018-09-30","2018",251,374,NA,NA,-367,486,363,737,"Completed","Not Applicable",109,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Odense University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"640","NCT03301571","714","Eligible",NA,"NCT03301571","Irrelevant intervention type","ctgov","Response in Right Ventricular Function to Change in Afterload, Preload and Inspired Oxygen in Patients Undergoing Coronary Artery Bypass Graft Surgery",NA,"Copenhagen University Hospital","Denmark","Yes","10.1007/s10554-019-01616-7",31049752,"https://doi.org/10.1007/s10554-019-01616-7","2019-05-02","Systematic Google search",2022-12-29,"Journal publication","No",NA,2017-09-19,2017-05-04,2017-10-05,"2017","2017-10-05","2017",574,574,NA,NA,-138,16,16,590,"Completed","Not Applicable",30,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"641","NCT03301337","715","Eligible",NA,"NCT03301337","Irrelevant intervention type","ctgov","Amino-acid Uptake After Hydrolyzed Meat Protein Intake in Healthy Elderly",NA,"Bispebjerg and Frederiksberg Hospital","Denmark","Yes","10.1007/s00726-021-03000-z",33991254,"https://doi.org/10.1007/s00726-021-03000-z","2021-05-15","Systematic Google search",2022-12-15,"Journal publication","No",NA,2017-09-28,2017-10-04,2019-10-30,"2019","2018-01-30","2018",563,1201,NA,NA,6,762,124,1325,"Unknown status","Not Applicable",12,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Bispebjerg and Frederiksberg Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Unknown status","Yes"
"642","NCT03300635","716","Eligible",NA,"NCT03300635","Irrelevant intervention type","ctgov","Metaboliset Muutokset ja Lihastoiminta Fibromyalgiassa",NA,"Helsinki University Hospital","Finland","Yes","10.1186/s12891-021-04013-1",33583408,"https://bmcmusculoskeletdisord.biomedcentral.com/articles/10.1186/s12891-021-04013-1","2021-02-14","Linked at the registration",2023-01-07,"Journal publication","No",NA,2017-09-12,2015-09-05,2019-04-10,"2019","2019-04-10","2019",676,676,NA,NA,-738,575,575,1251,"Completed","Not Applicable",81,"No",NA,"Only non-industry","Yes","No","Masking","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"643","NCT03298620","717","Eligible",NA,"NCT03298620","Irrelevant intervention type","ctgov","Effect of Electric Toothbrush on Oral Hygiene in Nursing Home Residents- a Randomized Clinical Trial",NA,"University of Oslo","Norway","Yes","10.1111/eos.12113",24438077,"doi.org/10.1111/eos.12113","2014-01-20","Systematic Google search",2023-01-03,"Journal publication","No",NA,2017-09-26,2011-08-01,2016-12-15,"2016","2013-02-28","2013",-1060,326,NA,NA,-2248,-285,-1671,-1345,"Completed","Not Applicable",233,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","University of Oslo","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"644","NCT03298607","718","Eligible",NA,"NCT03298607","Irrelevant intervention type","ctgov","The Impact of Sérélys PMS, a Herbal Remedy Based on Pollen Extraction and Saffron, on Symptoms of PMS: A Randomized, Double-blinded, Placebo Controlled Study",NA,"University of Copenhagen","Denmark","No",NA,NA,NA,NA,NA,2023-01-15,NA,"No",NA,2017-09-07,2017-10-30,2018-06-01,"2018","2018-06-01","2018",NA,NA,NA,NA,53,267,267,NA,"Completed","Phase 3",100,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","III","1-100","Prospective registration","Completed","Yes"
"645","NCT03295448","719","Eligible",NA,"NCT03295448","Irrelevant intervention type","ctgov","Circulating Fatty Acids as Biomarkers of Dietary Carbohydrates: a Randomized Trial",NA,"Uppsala University","Sweden","No",NA,NA,NA,NA,NA,2022-12-29,NA,"No",NA,2017-09-22,2017-10-25,2018-06-01,"2018","2018-06-01","2018",NA,NA,NA,NA,33,252,252,NA,"Completed","Not Applicable",19,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Uppsala University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"646","NCT03295084","720","Eligible",NA,"NCT03295084","None found","ctgov","Irinotecan Gastro-resistant Tablet. An Open Label Phase I, Dose Escalating Study Evaluating Safety, Tolerability and Pharmacokinetics of Oral Administration of Irinotecan in Adult Patients With Solid Tumors",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1007/s00280-018-3720-7",30406838,"https://doi.org/10.1007%2Fs00280-018-3720-7","2018-11-08","Systematic Google search",2023-01-19,"Journal publication","No",NA,2017-09-11,2015-07-15,2018-10-30,"2018","2018-07-03","2018",9,128,NA,NA,-789,414,295,423,"Completed","Phase 1",39,"No",NA,"Only non-industry","Yes","No","Open label","Medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","I","1-100",">60 days after trial start","Completed","No"
"647","NCT01651195","722","Eligible",NA,"NCT01651195","Irrelevant intervention type","ctgov","Probiotic and Respiratory and Gastrointestinal Tract Infections in Finnish Military Conscripts - a Randomized and Placebo-controlled Double-blinded Study",NA,"Helsinki University Hospital","Finland","Yes","10.3920/bm2015.0172",27048835,"https://doi.org/10.3920/bm2015.0172","2016-04-06","Linked at the registration",2023-01-03,"Journal publication","Yes","2021-03-18",2012-07-24,2012-07-31,2016-06-30,"2016","2016-06-30","2016",-85,-85,1722,1722,7,1437,1437,1352,"Completed","Not Applicable",983,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"648","NCT01860651","723","Eligible",NA,"NCT01860651","Irrelevant intervention type","ctgov","Patient Empowerment: Web-based Monitoring in Children and Adolescents With Inflammatory Bowel Disease for Better Quality of Treatment",NA,"Hvidovre and Amager Hospital","Denmark","Yes","10.1097/mpg.0000000000001540",28169974,"https://doi.org/10.1097/mpg.0000000000001540","2017-11-01","Linked at the registration",2023-01-18,"Journal publication","Yes","2017-06-19",2013-05-20,2013-09-30,2017-05-31,"2017","2017-05-31","2017",154,154,19,19,133,1472,1472,1626,"Completed","Not Applicable",103,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Hvidovre and Amager Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"649","NCT01894542","725","Eligible",NA,"NCT01894542","Irrelevant intervention type","ctgov","An 8 Week Study to Compare the Effects of Two Combinations of Water Soluble and Non-water Soluble Cod Residual Meals on Glucose Regulation in Overweight and Obese Adults",NA,"University of Bergen","Norway","Yes","10.3390/md16060197",29874805,"https://doi.org/10.3390/md16060197","2018-06-05","Systematic Google search",2023-01-22,"Journal publication","No",NA,2013-07-03,2013-08-31,2019-12-31,"2019","2014-12-31","2014",-574,1252,NA,NA,59,2372,546,1798,"Completed","Not Applicable",55,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","University of Bergen","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"650","NCT01738919","726","Eligible",NA,"NCT01738919","Irrelevant intervention type","ctgov","Ishiguro Extension Block Technique Versus Splinting in the Treatment of Mallet Finger Fracture. A Randomized Controlled Trial.",NA,"Aarhus University","Denmark","Yes","10.1177/1753193420917567",32338190,"https://doi.org/10.1177/1753193420917567","2020-04-26","Systematic Google search",2023-01-11,"Journal publication","Yes","2016-04-01",2012-11-28,2011-04-30,2016-09-30,"2016","2015-05-31","2015",1304,1792,-182,306,-578,1402,914,2706,"Completed","Not Applicable",32,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"651","NCT01774760","727","Eligible",NA,"NCT01774760","None found","ctgov","Reproducibility of Intratumor Distribution of 18F-EF5 in Head and Neck Cancer",NA,"Turku University Hospital","Finland","Yes","10.1007/s00259-017-3857-3",29075831,"https://doi.org/10.1007/s00259-017-3857-3","2017-10-26","Systematic Google search",2023-01-02,"Journal publication","Yes","2019-02-28",2013-01-21,2013-03-31,2016-09-30,"2016","2016-09-30","2016",391,391,881,881,69,1348,1348,1739,"Completed","Phase 2",10,"No",NA,"Only non-industry","No","No","Open label","Medicinal product","large","Turku University Hospital","Actual","No","Yes","Only non-industry","II","1-100","Prospective registration","Completed","No"
"652","NCT01822353","728","Eligible",NA,"NCT01822353","Irrelevant intervention type","ctgov","The Effect of Per Oral Immunotherapy in Severe IgE Mediated Egg, Milk and Nut Allergy in Adults",NA,"Helsinki University Hospital","Finland","Yes","10.1002/iid3.218",29542268,"https://doi.org/10.1002/iid3.218","2018-03-15","Systematic Google search",2023-01-21,"Journal publication","Yes","2017-11-28",2013-03-07,2013-01-31,2017-11-30,"2017","2017-11-30","2017",105,105,-2,-2,-35,1729,1729,1834,"Completed","Not Applicable",23,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","No"
"653","NCT02026687","730","Eligible","2013-001873-25","NCT02026687","Identified in manual search","ctgov","Will Intrathecal Analgesia Contribute to a Faster Recovery Compared With Epidural Analgesia After Open Surgery for Gynecological Cancer. An Open Controlled Randomized Study.",NA,"Linkoeping University","Sweden","Yes","10.1136/bmjopen-2018-024484",30837253,"https://bmjopen.bmj.com/content/9/3/e024484.long","2019-03-04","Linked at the registration",2023-01-04,"Journal publication","Yes","2019-02-21",2013-05-29,2014-03-31,2016-05-31,"2016","2016-04-30","2016",1007,1038,996,1027,306,1098,1067,2105,"Completed","Phase 4",80,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","large","Linkoeping University","Actual","Yes","Yes","Only non-industry","IV","1-100","Prospective registration","Completed","Yes"
"654","NCT00909077","731","Eligible",NA,"NCT00909077","None found","ctgov","A Randomised Phase III Study of the Efficacy of High Dose Dexamethasone Versus High Dose Dexamethasone in Combination With Rituximab (MabThera®)in Patients With Newly Diagnosed Idiopathic Thrombocytopenic Purpura (ITP)",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1182/blood-2012-09-455691",23293082,"https://ashpublications.org/blood/article/121/11/1976/31053/Rituximab-and-dexamethasone-vs-dexamethasone","2013-01-04","Linked at the registration",2023-01-15,"Journal publication","No",NA,2009-05-26,2004-08-31,2017-08-01,"2017","2012-06-01","2012",-1670,217,NA,NA,-1729,2989,1102,1319,"Completed","Phase 3",155,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","III","100-500",">60 days after trial start","Completed","Yes"
"655","NCT03291145","732","Eligible",NA,"NCT03291145","None found","ctgov","Exploring Mechanisms and Morphology of QT Interval Prolongation - An Inheritable as Well as an Inducible Phenomenon",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1016/j.hrthm.2020.08.017",32882399,"https://doi.org/10.1016/j.hrthm.2020.08.017","2020-08-31","Linked at the registration",2022-12-15,"Journal publication","No",NA,2017-08-14,2017-06-27,2019-01-01,"2019","2018-06-27","2018",608,796,NA,NA,-48,505,317,1113,"Completed","Not Applicable",28,"No",NA,"Only non-industry","Yes","No","Open label","Medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","No"
"656","NCT00914238","734","Eligible",NA,"NCT00914238","Irrelevant intervention type","ctgov","A Randomized Clinical Trial of the Effect of Five-years Versus Two-years Specialized Assertive Intervention for First Episode Psychosis - the OPUS II Trial",NA,"University of Copenhagen;Mental health services in the Capital Region of Denmark","Denmark","Yes","10.1136/bmj.i6681",28082379,"https://doi.org/10.1136/bmj.i6681","2017-01-12","Linked at the registration",2023-01-21,"Journal publication","No",NA,2009-05-28,2009-07-31,2016-10-31,"2016","2015-06-30","2015",73,562,NA,NA,64,2713,2224,2786,"Completed","Not Applicable",400,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"657","NCT02247219","735","Eligible",NA,"NCT02247219","Irrelevant intervention type","ctgov","Promoting Health in Healthy Living Centres - Does it Work, How Does it Work and Why?",NA,"University of Bergen","Norway","Yes","10.1177/1403494818785260",30074437,"https://doi.org/10.1177/1403494818785260","2018-08-03","Systematic Google search",2023-01-20,"Journal publication","No",NA,2014-09-19,2014-06-30,2018-03-31,"2018","2015-09-30","2015",125,1038,NA,NA,-81,1289,376,1414,"Completed","Not Applicable",118,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Bergen","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"658","NCT02248441","737","Eligible",NA,"NCT02248441","Irrelevant intervention type","ctgov","Effect of Remote Ischemic Conditioning in Patients With Chronic Ischemic Heart Failure (CONDI-HF)",NA,"Aarhus University","Denmark","Yes","10.1080/14017431.2019.1622770",31117835,"https://doi.org/10.1080/14017431.2019.1622770","2019-06-05","Systematic Google search",2023-01-02,"Journal publication","No",NA,2014-09-02,2014-09-30,2016-02-29,"2016","2016-02-29","2016",1192,1192,NA,NA,28,545,545,1737,"Completed","Not Applicable",47,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
